LLACx	LLACy	LLACz	LLGYx	LLGYy	LLGYz	LMACx	LMACy	LMACz	LMGYx	LMGYy	LMGYz	RLACx	RLACy	RLACz	RLGYx	RLGYy	RLGYz	RMACx	RMACy	RMACz	RMGYx	RMGYy	RMGYz
-30.00	-1040.00	160.00	0.49	-0.73	0.91	-60.00	-930.00	160.00	-0.49	0.00	0.43	-20.00	-1000.00	-60.00	0.00	-0.43	-0.30	40.00	-990.00	50.00	0.73	-0.06	0.49
-20.00	-1050.00	160.00	0.43	-0.79	0.98	-60.00	-940.00	160.00	-0.49	-0.06	0.49	-20.00	-1000.00	-60.00	-0.06	-0.61	-0.30	40.00	-1000.00	50.00	0.73	0.06	0.49
-30.00	-1040.00	160.00	0.37	-0.73	0.98	-60.00	-930.00	160.00	-0.61	0.00	0.43	-20.00	-1000.00	-60.00	-0.12	-0.55	-0.43	40.00	-1000.00	60.00	0.67	0.12	0.37
-20.00	-1050.00	160.00	0.37	-0.67	0.91	-60.00	-940.00	160.00	-0.43	0.00	0.37	-20.00	-1000.00	-60.00	-0.06	-0.49	-0.43	40.00	-1000.00	50.00	0.55	0.24	0.43
-20.00	-1050.00	160.00	0.43	-0.67	0.85	-60.00	-940.00	170.00	-0.49	-0.06	0.37	-20.00	-1000.00	-60.00	-0.12	-0.43	-0.49	40.00	-1000.00	60.00	0.73	0.24	0.49
-30.00	-1040.00	160.00	0.43	-0.67	0.85	-60.00	-930.00	160.00	-0.55	-0.06	0.30	-20.00	-1000.00	-60.00	-0.12	-0.49	-0.49	40.00	-1000.00	50.00	0.73	0.49	0.49
-30.00	-1050.00	160.00	0.43	-0.73	0.73	-60.00	-940.00	160.00	-0.49	-0.12	0.30	-20.00	-1000.00	-60.00	-0.12	-0.55	-0.49	40.00	-990.00	50.00	0.73	0.67	0.49
-20.00	-1050.00	160.00	0.30	-0.73	0.85	-60.00	-930.00	160.00	-0.55	-0.06	0.37	-20.00	-1000.00	-60.00	-0.24	-0.55	-0.49	40.00	-990.00	50.00	0.67	0.61	0.43
-20.00	-1040.00	150.00	0.30	-0.85	0.79	-60.00	-930.00	160.00	-0.55	-0.06	0.43	-20.00	-1000.00	-60.00	-0.18	-0.73	-0.43	40.00	-990.00	50.00	0.61	0.61	0.37
-30.00	-1040.00	160.00	0.24	-0.73	0.79	-60.00	-930.00	150.00	-0.49	-0.12	0.37	-20.00	-1000.00	-60.00	0.00	-0.73	-0.43	40.00	-1000.00	50.00	0.67	0.43	0.43
-20.00	-1040.00	160.00	0.30	-0.73	0.73	-60.00	-930.00	160.00	-0.55	-0.06	0.43	-20.00	-1000.00	-60.00	0.00	-0.73	-0.37	40.00	-1000.00	50.00	0.67	0.30	0.43
-30.00	-1050.00	160.00	0.24	-0.79	0.73	-60.00	-930.00	160.00	-0.49	-0.06	0.43	-20.00	-1000.00	-60.00	0.00	-0.79	-0.30	40.00	-990.00	50.00	0.55	0.18	0.24
-30.00	-1040.00	160.00	0.24	-0.79	0.85	-60.00	-940.00	160.00	-0.43	-0.06	0.49	-20.00	-1000.00	-60.00	0.06	-0.79	-0.18	40.00	-1000.00	50.00	0.61	0.12	0.37
-20.00	-1040.00	160.00	0.24	-0.79	0.79	-60.00	-930.00	160.00	-0.55	0.00	0.49	-20.00	-1000.00	-70.00	0.06	-0.73	-0.12	40.00	-1000.00	60.00	0.61	0.00	0.37
-30.00	-1040.00	160.00	0.24	-0.79	0.85	-60.00	-930.00	160.00	-0.43	0.00	0.49	-20.00	-1000.00	-60.00	0.18	-0.79	-0.06	40.00	-1000.00	50.00	0.55	-0.24	0.43
-30.00	-1050.00	160.00	0.30	-0.79	0.85	-60.00	-930.00	160.00	-0.43	0.00	0.43	-20.00	-1000.00	-60.00	0.30	-0.79	-0.06	50.00	-990.00	50.00	0.61	-0.30	0.43
-20.00	-1040.00	160.00	0.37	-0.79	0.79	-50.00	-940.00	160.00	-0.49	0.00	0.49	-20.00	-1000.00	-60.00	0.24	-0.85	-0.24	40.00	-1000.00	50.00	0.61	-0.30	0.37
-30.00	-1040.00	160.00	0.43	-0.79	0.85	-50.00	-940.00	160.00	-0.43	0.12	0.43	-20.00	-1000.00	-60.00	0.12	-0.73	-0.12	40.00	-1000.00	60.00	0.67	-0.18	0.49
-20.00	-1050.00	150.00	0.43	-0.79	0.85	-60.00	-930.00	160.00	-0.43	0.18	0.43	-10.00	-1000.00	-70.00	0.00	-0.73	-0.24	40.00	-990.00	50.00	0.61	-0.18	0.43
-30.00	-1050.00	160.00	0.37	-0.73	0.91	-60.00	-940.00	160.00	-0.37	0.12	0.49	-20.00	-1000.00	-60.00	0.06	-0.79	-0.37	50.00	-990.00	50.00	0.67	0.00	0.55
-30.00	-1040.00	150.00	0.30	-0.79	0.91	-60.00	-930.00	160.00	-0.43	0.24	0.37	-20.00	-1000.00	-60.00	0.00	-0.67	-0.43	40.00	-1000.00	50.00	0.73	0.12	0.49
-20.00	-1050.00	160.00	0.43	-0.79	0.98	-60.00	-930.00	160.00	-0.43	0.18	0.37	-20.00	-1000.00	-60.00	0.12	-0.61	-0.43	40.00	-1000.00	50.00	0.61	0.18	0.55
-20.00	-1050.00	150.00	0.37	-0.79	0.98	-60.00	-940.00	160.00	-0.55	-0.06	0.30	-20.00	-1000.00	-60.00	0.12	-0.61	-0.43	50.00	-1000.00	50.00	0.55	0.30	0.49
-30.00	-1050.00	160.00	0.30	-0.79	1.10	-60.00	-930.00	160.00	-0.55	-0.06	0.24	-20.00	-1000.00	-60.00	0.06	-0.91	-0.43	40.00	-1000.00	50.00	0.61	0.49	0.49
-30.00	-1040.00	160.00	0.37	-0.61	1.04	-60.00	-940.00	160.00	-0.49	-0.12	0.18	-20.00	-1000.00	-60.00	0.00	-0.91	-0.43	40.00	-1000.00	50.00	0.61	0.49	0.49
-30.00	-1050.00	160.00	0.55	-0.61	0.98	-60.00	-940.00	160.00	-0.61	-0.12	0.24	-20.00	-1000.00	-60.00	0.00	-0.91	-0.37	40.00	-1000.00	50.00	0.61	0.37	0.43
-20.00	-1050.00	160.00	0.37	-0.61	0.98	-60.00	-930.00	160.00	-0.67	0.00	0.30	-20.00	-1010.00	-60.00	0.06	-0.91	-0.30	40.00	-1000.00	60.00	0.55	0.30	0.49
-20.00	-1040.00	160.00	0.30	-0.73	0.85	-60.00	-930.00	170.00	-0.61	-0.06	0.30	-20.00	-1010.00	-60.00	0.18	-0.98	-0.12	40.00	-1000.00	60.00	0.55	0.12	0.37
-30.00	-1050.00	160.00	0.37	-0.79	0.73	-60.00	-930.00	160.00	-0.49	-0.06	0.30	-20.00	-1000.00	-60.00	0.18	-0.91	-0.06	40.00	-1000.00	50.00	0.73	-0.18	0.49
-20.00	-1050.00	160.00	0.37	-0.79	0.73	-60.00	-940.00	160.00	-0.55	0.06	0.37	-20.00	-1000.00	-60.00	0.12	-0.79	-0.06	40.00	-1000.00	50.00	0.67	-0.24	0.43
-20.00	-1040.00	160.00	0.24	-0.79	0.79	-60.00	-930.00	170.00	-0.49	0.00	0.43	-20.00	-1000.00	-60.00	-0.18	-0.55	0.12	40.00	-1000.00	50.00	0.73	-0.37	0.55
-30.00	-1040.00	160.00	0.30	-0.85	0.73	-60.00	-930.00	160.00	-0.55	0.00	0.55	-20.00	-1000.00	-60.00	-0.30	-0.37	0.49	40.00	-1000.00	50.00	0.79	-0.73	0.79
-30.00	-1040.00	160.00	0.30	-0.79	0.73	-60.00	-940.00	160.00	-0.43	0.06	0.49	-20.00	-1000.00	-60.00	0.00	-0.37	0.67	40.00	-1000.00	50.00	0.91	-1.04	1.04
-20.00	-1050.00	150.00	0.30	-0.73	0.79	-60.00	-940.00	160.00	-0.43	0.00	0.49	-20.00	-1000.00	-60.00	-0.06	-0.37	0.85	40.00	-990.00	50.00	1.04	-1.16	1.16
-20.00	-1050.00	160.00	0.37	-0.85	0.91	-60.00	-940.00	160.00	-0.37	0.00	0.49	-20.00	-1000.00	-60.00	-0.18	-0.18	0.67	40.00	-1000.00	50.00	1.10	-1.28	1.16
-20.00	-1050.00	160.00	0.37	-0.85	0.91	-60.00	-940.00	160.00	-0.30	0.06	0.55	-20.00	-1000.00	-60.00	-0.18	-0.24	0.61	40.00	-1000.00	50.00	1.22	-1.28	1.28
-30.00	-1040.00	150.00	0.43	-0.91	0.91	-60.00	-930.00	160.00	-0.30	0.06	0.61	-20.00	-1000.00	-60.00	-0.18	-0.24	0.37	50.00	-1000.00	50.00	1.04	-1.16	1.34
-20.00	-1050.00	150.00	0.49	-0.91	1.04	-60.00	-930.00	160.00	-0.30	0.06	0.61	-20.00	-1000.00	-60.00	-0.18	-0.37	0.12	50.00	-1000.00	50.00	0.85	-1.10	1.34
-30.00	-1050.00	160.00	0.43	-0.91	1.04	-50.00	-940.00	160.00	-0.43	0.12	0.49	-20.00	-1000.00	-60.00	-0.18	-0.37	0.06	40.00	-1000.00	50.00	0.67	-0.98	1.22
-30.00	-1050.00	160.00	0.55	-1.04	1.10	-60.00	-940.00	160.00	-0.37	0.12	0.37	-10.00	-1000.00	-60.00	-0.12	-0.49	-0.06	40.00	-1000.00	60.00	0.67	-0.91	1.04
-20.00	-1050.00	160.00	0.43	-1.04	1.10	-60.00	-930.00	160.00	-0.37	0.18	0.43	-10.00	-1010.00	-60.00	-0.06	-0.43	-0.12	40.00	-1000.00	50.00	0.61	-0.79	0.85
-20.00	-1040.00	160.00	0.55	-0.98	1.16	-60.00	-930.00	160.00	-0.49	0.18	0.30	-20.00	-1000.00	-60.00	0.00	-0.49	-0.18	50.00	-1000.00	50.00	0.55	-0.73	0.79
-20.00	-1050.00	160.00	0.55	-0.98	1.10	-60.00	-940.00	160.00	-0.61	0.24	0.37	-20.00	-1000.00	-60.00	0.00	-0.55	-0.24	40.00	-990.00	50.00	0.55	-0.73	0.73
-20.00	-1050.00	160.00	0.37	-1.04	1.16	-60.00	-930.00	160.00	-0.61	0.30	0.30	-20.00	-1000.00	-60.00	-0.06	-0.49	-0.37	40.00	-990.00	50.00	0.49	-0.67	0.55
-20.00	-1050.00	160.00	0.37	-1.04	1.22	-60.00	-940.00	160.00	-0.67	0.24	0.24	-20.00	-1000.00	-60.00	-0.24	-0.49	-0.30	40.00	-1000.00	50.00	0.49	-0.49	0.61
-20.00	-1050.00	160.00	0.37	-0.79	1.16	-60.00	-930.00	160.00	-0.73	0.24	0.30	-20.00	-1000.00	-60.00	-0.30	-0.43	-0.43	40.00	-1000.00	50.00	0.49	-0.37	0.61
-30.00	-1050.00	150.00	0.37	-0.85	1.10	-60.00	-940.00	160.00	-0.61	0.12	0.43	-20.00	-1000.00	-60.00	-0.49	-0.43	-0.30	40.00	-1000.00	60.00	0.55	-0.06	0.67
-30.00	-1050.00	160.00	0.30	-0.79	1.10	-50.00	-940.00	160.00	-0.61	0.18	0.49	-20.00	-1000.00	-60.00	-0.73	-0.49	-0.30	30.00	-1000.00	50.00	0.55	0.24	0.85
-20.00	-1050.00	160.00	0.24	-0.73	1.10	-60.00	-940.00	150.00	-0.67	0.24	0.49	-20.00	-1000.00	-60.00	-0.79	-0.37	-0.49	40.00	-1000.00	50.00	0.55	0.67	1.10
-20.00	-1040.00	160.00	0.24	-0.73	1.10	-60.00	-940.00	160.00	-0.55	0.18	0.43	-20.00	-1000.00	-60.00	-0.98	-0.37	-0.55	40.00	-1000.00	50.00	0.55	0.67	1.10
-30.00	-1050.00	160.00	0.24	-0.79	1.10	-60.00	-930.00	160.00	-0.61	0.06	0.43	-20.00	-1000.00	-60.00	-0.79	-0.43	-0.49	40.00	-1000.00	50.00	0.61	0.67	1.04
-20.00	-1040.00	150.00	0.24	-0.73	1.10	-60.00	-940.00	160.00	-0.49	0.06	0.43	-20.00	-1000.00	-60.00	-0.67	-0.37	-0.37	40.00	-990.00	50.00	0.55	0.55	0.85
-30.00	-1040.00	160.00	0.24	-0.79	1.04	-50.00	-940.00	160.00	-0.55	0.12	0.49	-20.00	-1000.00	-70.00	-0.49	-0.30	-0.37	40.00	-1000.00	50.00	0.55	0.55	0.85
-30.00	-1050.00	160.00	0.30	-0.85	1.10	-60.00	-940.00	150.00	-0.61	0.06	0.49	-20.00	-1000.00	-60.00	-0.55	-0.37	-0.49	40.00	-1000.00	50.00	0.49	0.43	0.79
-30.00	-1040.00	150.00	0.37	-0.91	1.04	-60.00	-940.00	160.00	-0.55	0.06	0.37	-10.00	-1000.00	-60.00	-0.55	-0.43	-0.43	40.00	-990.00	50.00	0.67	0.49	0.79
-20.00	-1050.00	160.00	0.30	-0.85	0.98	-60.00	-940.00	160.00	-0.55	0.06	0.30	-20.00	-1000.00	-60.00	-0.18	-0.55	-0.30	40.00	-1000.00	60.00	0.61	0.37	0.61
-30.00	-1050.00	160.00	0.37	-0.85	0.98	-60.00	-940.00	160.00	-0.49	-0.06	0.37	-20.00	-1000.00	-60.00	-0.12	-0.49	-0.18	40.00	-1000.00	60.00	0.61	0.18	0.55
-30.00	-1050.00	160.00	0.30	-0.85	0.91	-60.00	-930.00	160.00	-0.49	0.00	0.43	-20.00	-1000.00	-60.00	0.00	-0.55	-0.18	40.00	-1000.00	50.00	0.67	0.06	0.49
-30.00	-1050.00	160.00	0.37	-0.79	0.91	-60.00	-930.00	160.00	-0.37	0.00	0.37	-10.00	-1000.00	-60.00	0.18	-0.67	-0.18	40.00	-1000.00	50.00	0.67	0.06	0.55
-30.00	-1050.00	150.00	0.43	-0.85	0.85	-60.00	-940.00	160.00	-0.43	0.00	0.43	-20.00	-1000.00	-60.00	0.30	-0.73	-0.18	40.00	-1000.00	50.00	0.79	-0.12	0.43
-20.00	-1040.00	160.00	0.37	-0.91	0.85	-60.00	-940.00	160.00	-0.43	0.00	0.37	-20.00	-1000.00	-60.00	0.30	-0.73	-0.24	40.00	-990.00	50.00	0.73	-0.24	0.37
-30.00	-1040.00	160.00	0.37	-0.85	0.79	-60.00	-930.00	160.00	-0.55	-0.06	0.30	-20.00	-1000.00	-60.00	0.24	-0.73	-0.37	40.00	-1000.00	50.00	0.73	-0.12	0.30
-20.00	-1050.00	160.00	0.37	-0.91	0.73	-60.00	-940.00	160.00	-0.43	-0.06	0.43	-20.00	-1000.00	-60.00	0.06	-0.67	-0.24	40.00	-1000.00	50.00	0.79	0.06	0.37
-20.00	-1050.00	160.00	0.43	-0.79	0.79	-50.00	-930.00	160.00	-0.49	-0.06	0.43	-10.00	-1000.00	-60.00	-0.06	-0.67	-0.37	40.00	-1000.00	50.00	0.61	0.18	0.30
-30.00	-1040.00	150.00	0.37	-0.85	0.79	-60.00	-940.00	160.00	-0.49	0.00	0.43	-20.00	-1000.00	-70.00	0.00	-0.79	-0.43	40.00	-990.00	50.00	0.61	0.18	0.30
-30.00	-1040.00	160.00	0.37	-0.85	0.79	-60.00	-930.00	160.00	-0.43	-0.06	0.37	-20.00	-1000.00	-60.00	0.06	-0.73	-0.37	40.00	-1000.00	50.00	0.61	0.18	0.43
-20.00	-1040.00	160.00	0.30	-0.98	0.79	-60.00	-940.00	150.00	-0.55	-0.06	0.37	-20.00	-1000.00	-70.00	0.06	-0.73	-0.30	40.00	-1000.00	50.00	0.55	-0.06	0.30
-30.00	-1050.00	160.00	0.30	-0.91	0.85	-60.00	-930.00	160.00	-0.55	-0.06	0.37	-20.00	-1000.00	-60.00	0.06	-0.73	-0.24	40.00	-1000.00	50.00	0.55	-0.06	0.30
-30.00	-1050.00	160.00	0.24	-0.91	0.85	-60.00	-930.00	160.00	-0.55	-0.06	0.37	-20.00	-1000.00	-70.00	0.06	-0.73	-0.12	40.00	-1000.00	50.00	0.55	-0.12	0.30
-30.00	-1040.00	150.00	0.43	-0.91	0.79	-60.00	-940.00	160.00	-0.49	-0.06	0.43	-20.00	-1000.00	-60.00	0.06	-0.73	0.00	40.00	-990.00	50.00	0.61	-0.24	0.37
-20.00	-1040.00	150.00	0.37	-0.85	0.85	-60.00	-930.00	160.00	-0.49	0.00	0.43	-10.00	-1000.00	-70.00	0.06	-0.79	-0.06	40.00	-1000.00	50.00	0.61	-0.18	0.49
-30.00	-1050.00	160.00	0.37	-0.85	0.79	-50.00	-930.00	160.00	-0.43	0.00	0.43	-20.00	-1000.00	-60.00	0.12	-0.73	0.06	40.00	-1000.00	50.00	0.61	-0.37	0.61
-20.00	-1050.00	150.00	0.30	-0.91	0.79	-60.00	-930.00	160.00	-0.55	0.12	0.43	-20.00	-1000.00	-70.00	0.06	-0.73	0.12	40.00	-1000.00	60.00	0.67	-0.43	0.61
-20.00	-1040.00	160.00	0.30	-0.91	0.79	-60.00	-930.00	160.00	-0.49	0.12	0.43	-20.00	-1000.00	-60.00	0.00	-0.55	0.12	50.00	-1000.00	50.00	0.67	-0.67	0.61
-20.00	-1050.00	160.00	0.43	-0.91	0.98	-60.00	-930.00	160.00	-0.43	0.12	0.43	-20.00	-1000.00	-60.00	-0.24	-0.24	0.24	40.00	-1000.00	50.00	0.61	-0.73	0.67
-20.00	-1040.00	150.00	0.43	-0.91	0.98	-60.00	-940.00	160.00	-0.43	0.06	0.37	-20.00	-1000.00	-70.00	-0.43	0.00	0.49	40.00	-1000.00	50.00	0.73	-0.79	0.73
-20.00	-1040.00	160.00	0.37	-0.98	0.98	-60.00	-930.00	160.00	-0.37	0.18	0.43	-20.00	-1000.00	-60.00	-0.24	0.00	0.73	50.00	-990.00	50.00	0.91	-1.28	1.04
-20.00	-1050.00	160.00	0.43	-0.98	1.04	-60.00	-940.00	160.00	-0.43	0.18	0.49	-20.00	-1000.00	-60.00	-0.18	-0.12	0.79	40.00	-1000.00	50.00	1.16	-1.46	1.16
-20.00	-1050.00	160.00	0.55	-1.04	1.10	-60.00	-930.00	160.00	-0.37	0.12	0.55	-10.00	-1000.00	-50.00	-0.79	0.30	0.79	40.00	-1000.00	50.00	1.34	-1.52	1.28
-20.00	-1050.00	160.00	0.55	-1.04	1.10	-60.00	-940.00	160.00	-0.24	0.06	0.55	-20.00	-1000.00	-60.00	-0.79	0.37	0.91	40.00	-1000.00	50.00	1.28	-1.83	1.65
-20.00	-1050.00	160.00	0.55	-0.91	1.16	-60.00	-930.00	160.00	-0.24	0.12	0.55	-10.00	-1000.00	-60.00	-0.61	0.12	0.98	40.00	-990.00	50.00	1.22	-1.95	1.71
-20.00	-1040.00	160.00	0.61	-1.04	1.34	-60.00	-940.00	160.00	-0.24	0.06	0.61	-20.00	-1000.00	-60.00	-0.37	0.24	0.98	50.00	-1000.00	50.00	1.28	-2.07	1.65
-20.00	-1050.00	160.00	0.61	-1.04	1.34	-60.00	-930.00	160.00	-0.24	0.06	0.61	-10.00	-1000.00	-60.00	-0.18	0.00	0.67	40.00	-1000.00	50.00	1.16	-2.07	1.71
-20.00	-1050.00	160.00	0.67	-1.04	1.28	-50.00	-940.00	160.00	-0.37	0.06	0.55	-20.00	-1000.00	-60.00	-0.24	-0.18	0.49	40.00	-1000.00	50.00	1.28	-1.40	1.77
-20.00	-1040.00	160.00	0.67	-1.04	1.28	-60.00	-930.00	150.00	-0.37	0.12	0.55	-10.00	-1000.00	-60.00	-0.55	-0.06	0.43	40.00	-1000.00	50.00	1.22	-0.85	1.71
-20.00	-1040.00	160.00	0.61	-0.98	1.22	-60.00	-940.00	160.00	-0.37	0.12	0.55	-20.00	-1000.00	-60.00	-0.79	-0.24	0.12	40.00	-1000.00	50.00	1.16	-0.43	1.77
-30.00	-1040.00	150.00	0.61	-0.98	1.22	-60.00	-930.00	160.00	-0.49	0.18	0.37	-20.00	-1010.00	-60.00	-1.04	-0.43	0.06	50.00	-1000.00	50.00	1.10	0.12	1.89
-20.00	-1050.00	160.00	0.43	-0.79	1.10	-60.00	-930.00	160.00	-0.55	0.18	0.30	-20.00	-1000.00	-60.00	-0.98	-0.49	-0.30	40.00	-1000.00	50.00	1.04	0.37	1.77
-20.00	-1050.00	160.00	0.43	-0.79	1.10	-60.00	-930.00	160.00	-0.61	0.18	0.37	-10.00	-1000.00	-70.00	-1.04	-0.43	-0.37	40.00	-990.00	50.00	0.98	0.91	1.71
-30.00	-1050.00	160.00	0.43	-0.79	1.10	-50.00	-940.00	160.00	-0.49	0.24	0.30	-20.00	-1000.00	-60.00	-1.04	-0.43	-0.43	50.00	-1000.00	60.00	0.85	1.04	1.71
-20.00	-1040.00	160.00	0.49	-0.85	1.04	-60.00	-930.00	150.00	-0.49	0.24	0.30	-20.00	-1000.00	-60.00	-0.85	-0.49	-0.43	30.00	-1000.00	50.00	0.79	0.98	1.52
-20.00	-1040.00	160.00	0.37	-0.67	1.10	-60.00	-940.00	160.00	-0.49	0.18	0.43	-20.00	-1000.00	-60.00	-0.43	-0.55	-0.30	40.00	-990.00	50.00	0.85	0.91	1.22
-20.00	-1040.00	160.00	0.37	-0.67	1.10	-60.00	-940.00	150.00	-0.49	0.18	0.55	-20.00	-1000.00	-60.00	-0.30	-0.55	-0.30	40.00	-990.00	60.00	0.91	0.67	1.04
-30.00	-1040.00	160.00	0.67	-0.85	1.04	-60.00	-940.00	160.00	-0.37	0.18	0.55	-20.00	-1000.00	-60.00	-0.18	-0.55	-0.18	30.00	-990.00	60.00	0.79	0.55	0.79
-30.00	-1040.00	160.00	0.67	-0.85	1.04	-60.00	-930.00	160.00	-0.30	0.12	0.61	-20.00	-1000.00	-60.00	-0.18	-0.67	0.00	40.00	-990.00	50.00	0.79	0.37	0.67
-20.00	-1050.00	160.00	0.67	-0.91	0.98	-60.00	-930.00	160.00	-0.37	0.12	0.61	-20.00	-1000.00	-60.00	-0.37	-0.55	0.30	40.00	-990.00	50.00	0.91	0.18	0.73
-30.00	-1050.00	160.00	0.85	-0.85	1.04	-60.00	-940.00	160.00	-0.18	0.12	0.61	-20.00	-1000.00	-60.00	-0.30	-0.55	0.30	30.00	-990.00	50.00	0.85	0.06	0.85
-30.00	-1050.00	160.00	0.85	-0.85	1.04	-60.00	-940.00	160.00	-0.18	0.18	0.61	-20.00	-1000.00	-70.00	-0.06	-0.67	0.24	40.00	-1000.00	50.00	0.73	-0.06	1.04
-30.00	-1050.00	150.00	0.85	-0.85	1.04	-60.00	-940.00	160.00	-0.12	0.24	0.55	-10.00	-1000.00	-70.00	0.24	-0.73	0.18	40.00	-1000.00	50.00	0.79	-0.18	1.16
-30.00	-1050.00	150.00	0.79	-0.85	1.10	-60.00	-940.00	160.00	-0.12	0.18	0.61	-20.00	-1000.00	-70.00	0.61	-0.73	0.12	40.00	-1000.00	50.00	0.79	-0.30	0.98
-30.00	-1050.00	150.00	0.67	-0.85	1.22	-60.00	-940.00	160.00	-0.18	0.18	0.67	-20.00	-1000.00	-70.00	0.85	-0.79	0.00	40.00	-1000.00	40.00	0.85	-0.37	0.73
-20.00	-1040.00	160.00	0.67	-0.85	1.22	-60.00	-940.00	150.00	-0.12	0.18	0.73	-20.00	-1000.00	-70.00	0.79	-0.85	-0.06	40.00	-1000.00	50.00	0.85	-0.49	0.49
-20.00	-1040.00	160.00	0.73	-0.79	1.22	-60.00	-930.00	160.00	-0.30	0.12	0.67	-20.00	-1000.00	-70.00	0.61	-0.79	-0.18	40.00	-1000.00	50.00	0.79	-0.37	0.30
-20.00	-1040.00	160.00	0.61	-0.73	1.16	-60.00	-940.00	160.00	-0.37	0.24	0.61	-20.00	-1000.00	-60.00	0.49	-0.79	-0.43	40.00	-1000.00	60.00	0.85	-0.24	0.30
-30.00	-1050.00	160.00	0.61	-0.73	1.16	-60.00	-940.00	160.00	-0.30	0.18	0.55	-10.00	-1000.00	-70.00	0.18	-0.73	-0.49	40.00	-1000.00	50.00	0.85	-0.06	0.30
-20.00	-1040.00	160.00	0.61	-0.73	1.16	-60.00	-930.00	160.00	-0.24	0.12	0.49	-20.00	-1010.00	-70.00	0.12	-0.67	-0.49	40.00	-990.00	50.00	0.98	0.24	0.37
-20.00	-1040.00	160.00	0.55	-0.67	1.16	-60.00	-930.00	160.00	-0.24	0.18	0.43	-20.00	-1000.00	-70.00	0.24	-0.79	-0.49	40.00	-1000.00	50.00	0.79	0.43	0.43
-20.00	-1040.00	160.00	0.55	-0.67	0.85	-60.00	-930.00	160.00	-0.24	0.12	0.30	-20.00	-1000.00	-60.00	0.37	-0.67	-0.43	40.00	-1000.00	50.00	0.67	0.43	0.43
-30.00	-1040.00	160.00	0.55	-0.67	0.85	-60.00	-940.00	160.00	-0.24	-0.06	0.18	-20.00	-1000.00	-70.00	0.43	-0.67	-0.24	40.00	-990.00	50.00	0.61	0.37	0.49
-30.00	-1050.00	160.00	0.55	-0.67	0.85	-60.00	-940.00	160.00	-0.18	-0.12	0.24	-20.00	-1000.00	-70.00	0.49	-0.73	-0.18	40.00	-1000.00	50.00	0.61	0.30	0.37
-30.00	-1050.00	160.00	0.55	-0.91	0.79	-60.00	-930.00	160.00	-0.24	-0.12	0.30	-20.00	-1000.00	-70.00	0.43	-0.67	0.00	40.00	-1000.00	50.00	0.67	0.30	0.30
-30.00	-1050.00	160.00	0.55	-0.91	0.79	-50.00	-930.00	160.00	-0.43	-0.06	0.30	-20.00	-1000.00	-70.00	0.30	-0.73	0.12	40.00	-1000.00	60.00	0.79	0.12	0.37
-30.00	-1050.00	160.00	0.55	-0.91	0.79	-60.00	-930.00	160.00	-0.37	-0.06	0.49	-20.00	-1000.00	-70.00	0.18	-0.67	0.06	40.00	-1000.00	50.00	0.79	-0.06	0.37
-30.00	-1050.00	160.00	0.55	-0.73	0.98	-60.00	-930.00	160.00	-0.43	0.12	0.61	-20.00	-1000.00	-60.00	0.00	-0.55	0.18	40.00	-1000.00	60.00	0.91	-0.18	0.43
-30.00	-1050.00	160.00	0.55	-0.73	0.98	-50.00	-930.00	150.00	-0.37	0.18	0.61	-20.00	-1000.00	-60.00	0.06	-0.37	0.24	40.00	-990.00	60.00	0.85	-0.30	0.55
-30.00	-1050.00	150.00	0.55	-0.73	0.98	-60.00	-930.00	160.00	-0.37	0.12	0.67	-20.00	-1000.00	-70.00	0.43	-0.49	0.30	40.00	-1000.00	50.00	0.85	-0.49	0.79
-10.00	-1040.00	160.00	0.55	-0.73	0.98	-60.00	-930.00	150.00	-0.24	0.18	0.67	-20.00	-1000.00	-60.00	0.49	-0.43	0.30	40.00	-1000.00	50.00	0.98	-0.67	0.79
-10.00	-1040.00	160.00	0.55	-0.73	1.04	-60.00	-940.00	160.00	-0.30	0.18	0.61	-10.00	-1000.00	-70.00	0.24	-0.43	0.18	40.00	-1000.00	50.00	0.98	-0.85	0.79
-10.00	-1040.00	160.00	0.55	-0.73	1.04	-60.00	-940.00	160.00	-0.30	0.06	0.61	-20.00	-1000.00	-60.00	0.12	-0.49	0.12	40.00	-1000.00	50.00	1.04	-0.79	0.85
-20.00	-1050.00	160.00	0.55	-0.73	1.04	-60.00	-930.00	160.00	-0.30	0.00	0.55	-10.00	-1000.00	-70.00	0.06	-0.37	0.06	40.00	-1000.00	60.00	1.04	-0.67	0.79
-20.00	-1040.00	160.00	0.55	-0.73	1.04	-60.00	-930.00	160.00	-0.30	0.00	0.55	-20.00	-1000.00	-60.00	0.00	-0.37	-0.12	40.00	-1000.00	50.00	1.04	-0.55	0.73
-20.00	-1040.00	160.00	0.49	-0.91	1.10	-60.00	-940.00	160.00	-0.37	-0.06	0.49	-10.00	-1000.00	-60.00	0.00	-0.37	-0.18	50.00	-1000.00	60.00	0.98	-0.43	0.79
-20.00	-1040.00	160.00	0.49	-0.85	1.04	-60.00	-930.00	160.00	-0.37	-0.06	0.43	-20.00	-1000.00	-60.00	0.06	-0.49	-0.12	40.00	-1000.00	50.00	0.79	-0.30	0.79
-20.00	-1050.00	160.00	0.49	-0.85	1.04	-60.00	-940.00	160.00	-0.30	-0.06	0.43	-20.00	-1000.00	-60.00	0.12	-0.61	-0.12	40.00	-1000.00	50.00	0.73	-0.24	0.73
